Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TLT,iShares 20+ Year Treasury Bond ETF,125.605,$6.98B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,57.23,$377.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,32.62,$202.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,58.62,$6.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,iShares Fallen Angels USD Bond ETF,27.4599,$10.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.72,$42.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.54,$531.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,45.265,$1.66B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.05,$172.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,52.12,$10.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,iShares Morningstar Mid-Cap ETF,148.19,$385.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,46.65,$2.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,66.59,$6.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,67.73,$3.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,13.0556,$58.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,54.45,$2.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,64.61,$135.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,59.375,$8.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,64.74,$58.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,64.809,$356.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,iShares MSCI Europe Financials Sector Index Fund,22.115,$1.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,53.68,$115.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,iShares MSCI Global Impact ETF,55.47,$24.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,45.175,$155.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,18.6016,$40.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,17.2746,$42.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,53.5,$5.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,295.67,$8.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,149.53,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,31.8,$47.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.71,$85.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,61.532,$262.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,34.455,$907.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,81.215,$73.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,95.54,$659.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISRL,"Isramco, Inc.",108.35,$294.46M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",6.2,$199.88M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",69.025,$2.67B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,32.375,$760.02M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,0.88,$13.31M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
IXYS,IXYS Corporation,15.6,$493.14M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,2.5399,$14.43M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,135.705,$2.54B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",39.5,$79.62M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",85.94,$9.45B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",87.33,$4.21B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",6.57,$312.54M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",105.13,$8.16B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,108.49,$3.19B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,29.5,$53.29M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",0.6855,$9.9M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",4.25,$114.22M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",7.145,$109.53M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",39.61,$1.17B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus SG Global Quality Income ETF,28.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Small Cap Growth Alpha ETF,32.845,$6.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,34.26,$12.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.4,$36.29M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.1014,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,148.43,$8.91B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",40.195,$57.05B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.26,$53.04M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.24,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.73,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.23,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,22.83,$7.62B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.05,$31.96M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,11.5,$26.29M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
JIVE,"Jive Software, Inc.",5.2,$414.77M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,9.98,$65.49M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.34,$67.86M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.33,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,JMU Limited,2,$163.96M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",65.3,$736.66M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,44.94,$449.17M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",20,$643.42M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,"Juniper Pharmaceuticals, Inc.",4.45,$48.25M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",26.16,$2.78B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",23.28,$992.09M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,84.92,$1.46B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALV,"KalVista Pharmaceuticals, Inc.",7.51,$72.94M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,8.1,$295.23M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.2,$201.69M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,8.88,$418.41M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,9.75,$459.86M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,9.99,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,0.8,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw
KBLM,KBL Merger Corp. IV,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kblm
KBLMU,KBL Merger Corp. IV,10,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kblmu
KBSF,KBS Fashion Group Limited,3.4,$6.02M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.37,$125.45M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,14.175,$1.22B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",23.5,$899.76M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",23.75,$909.33M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",4.4,$64.45M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.75,$82.33M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.505,$705.58M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,23.2,$62.92M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",13.01,$84.39M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,6.73,$72.41M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",18.225,$488.09M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",18.6,$504.56M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",18.11,$674.52M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",7,$163.17M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.76,$116.19M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",15.15,$160.95M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.44,$4.83M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KNSL,"Kinsale Capital Group, Inc.",36.99,$775.63M,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",8.98,$142.88M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,"Kite Pharma, Inc.",75.51,$4.27B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,Kitov Pharmaceuticals Holdings Ltd.,1.88,$15.47M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.42,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,105.82,$16.59B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLXI,KLX Inc.,50.22,$2.6B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,"Kona Grill, Inc.",4.05,$40.9M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,3.66,$275.22M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,17.75,$596.68M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.85,$13.66M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,48.33,$164.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",10.895,$941.83M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KLIC,"Kulicke and Soffa Industries, Inc.",22.47,$1.6B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",8.225,$176.06M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",9.7,$165.13M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,18.75,$193.72M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,29.7,$657.07M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",15.83,$96.76M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",19,$899.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,43.92,$1.11B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",11.65,$84.62M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,158.51,$25.57B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,71.6,$7.01B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,127.75,$3.51B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings, Inc.",9.96,$311.25M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings, Inc.",10.71,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings, Inc.",0.92,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,14.475,$395.24M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,31.19,$120.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,15.7,$358.32M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,25.17,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.16,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",17.15,$549.3M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",84.55,$3.54B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",16.775,$625.18M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",2.63,$46.25M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,7.025,$858.32M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",17.8,$3B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",22.625,$199.91M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,7.625,$151.01M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,19.8,$198.08M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,1.9858,$5.57M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LPTX,"LEAP THERAPEUTICS, INC.",6.8932,$64.74M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx
LGCY,Legacy Reserves LP,1.9,$137.98M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,7.4,$51.8M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,7.45,$14.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",36.04,$1.73B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,27.5934,$5.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,29.9899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,29.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,30.5399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
UDBI,Legg Mason US Diversified Core ETF,29.24,$3.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
LMAT,"LeMaitre Vascular, Inc.",31.84,$598.89M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",166.05,$1.98B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",15.1,$1.59B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LGIH,"LGI Homes, Inc.",34.43,$743.68M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,61.22,$1.12B,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.24,$21.47M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,90.97,$16.54B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,91.8,$16.69B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",52.93,$3.03B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",50.1701,$2.87B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,31.77,$27.24B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,31.65,$27.13B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,30.59,$26.23B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Global plc,21.94,$3.78B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
LILAK,Liberty Global plc,21.475,$3.7B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
LVNTA,Liberty Interactive Corporation,55.7599,$4.77B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,56.1199,$4.8B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
QVCA,Liberty Interactive Corporation,24.2,$10.91B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
QVCB,Liberty Interactive Corporation,24.45,$11.02B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
BATRA,Liberty Media Corporation,24.68,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,24.24,$1.51B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,35.06,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,36.94,$7.94B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,42.91,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,37.76,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,42.825,$14.93B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk
TAX,"Liberty Tax, Inc.",14.075,$178.51M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",12.125,$909.41M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",12.05,$903.79M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",61.3,$2.47B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",19.4,$282.77M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,4.1,$58.35M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",10.03,$162.03M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,111.5,$2.34B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,2.2579,$22.38M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",3.09,$74.52M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",5.13,$258.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",13,$96.91M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",2.99,$322.85M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,19.55,$278.32M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,3.41,$84.29M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",91.96,$6.05B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,9.94,$448.27M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,2.24,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw
